index,caseId,caseName,issue,issueArea,decisionDirection,partyWinning,splitVote,majVotes,minVotes,petitioner,respondent,jurisdiction,threeJudgeFdc,caseOrigin,caseSource,lcDisagreement,lcDisposition,lcDispositionDirection,justice1,justice2,justice3,justice4,justice5,justice6,justice7,justice8,justice9,justice1Code,justice2Code,justice3Code,justice4Code,justice5Code,justice6Code,justice7Code,justice8Code,justice9Code,justice1Direction,justice2Direction,justice3Direction,justice4Direction,justice5Direction,justice6Direction,justice7Direction,justice8Direction,justice9Direction,justice1Vote,justice2Vote,justice3Vote,justice4Vote,justice5Vote,justice6Vote,justice7Vote,justice8Vote,justice9Vote,justice1Opinion,justice2Opinion,justice3Opinion,justice4Opinion,justice5Opinion,justice6Opinion,justice7Opinion,justice8Opinion,justice9Opinion,justice1Majority,justice2Majority,justice3Majority,justice4Majority,justice5Majority,justice6Majority,justice7Majority,justice8Majority,justice9Majority
76,1946077,HAUPT v. UNITED STATES,10600,1,1,0,1,8,1,100,27,1,0,66,27,1,2,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2
77,1946078,LEVINSON v. SPECTOR MOTOR SERVICE,70040,7,1,0,1,6,3,145,151,1,0,302,300,0,3,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,2
78,1946079,PYRAMID MOTOR FREIGHT CORP. v. ISPASS ET AL.,70040,7,1,1,1,9,0,245,145,1,0,96,22,0,4,2,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
79,1946080,"UNITED STATES v. OGILVIE HARDWARE CO., INC.",120010,12,1,0,1,7,2,27,240,1,0,77,25,0,2,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2
82,1946083,"BRUCE'S JUICES, INC. v. AMERICAN CAN CO.",80010,8,1,0,1,5,4,158,184,1,0,302,300,0,2,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,2,1,1,2,2,2,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2
83,1946084,BETHLEHEM STEEL CO. ET AL. v. NEW YORK STATE LABOR RELATIONS BOARD,100030,10,2,1,1,9,0,151,4,2,0,302,300,0,2,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,2,2,2,2,2,2,2,2,1,1,1,4,1,1,4,4,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2
84,1946085,CRANE v. COMMISSIONER OF INTERNAL REVENUE,120010,12,2,0,1,6,3,240,369,1,0,9,22,0,3,2,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2
85,1946086,"WALLING, WAGE AND HOUR ADMINISTRATOR, v. HALLIBURTON OIL WELL CEMENTING CO.",70040,7,1,0,1,7,2,371,151,1,0,51,29,0,2,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,4,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2
86,1946087,UNITED STATES NATIONAL BANK ET AL. v. CHASE NATIONAL BANK ET AL.,80030,8,1,1,1,8,1,135,135,1,0,111,23,0,3,2,FMVinson,HLBlack,SFReed,FFrankfurter,WODouglas,FMurphy,RHJackson,WBRutledge,HHBurton,87,78,79,80,81,82,84,85,86,1,1,1,1,2,1,1,1,1,1,1,1,4,2,1,4,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2
87,1946088,TRAILMOBILE COMPANY ET AL. v. WHIRLS,20250,2,1,1,1,7,2,151,250,1,0,104,26,0,2,2,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2
88,1946089,"INDEPENDENT WAREHOUSES, INC. ET AL. v. SCHEELE, RECORDER OF THE TOWNSHIP OF SADDLE RIVER, ET AL.",80100,8,2,0,1,7,2,122,3,2,0,302,300,0,3,2,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,1,2,2,2,2,2,2,1,1,2,1,3,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2,1
89,1946090,McCULLOUGH v. KAMMERER CORPORATION ET AL.,90380,9,2,1,1,9,0,177,172,1,0,51,29,0,9,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2
91,1946092,"FLEMING, TEMPORARY CONTROLS ADMINISTRATOR, v. MOHAWK WRECKING & LUMBER CO. ET AL.",10360,1,1,1,1,9,0,389,120,1,0,81,26,0,2,2,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
92,1946093,"CHAMPION SPARK PLUG CO. v. SANDERS ET AL., DOING BUSINESS AS PERFECT RECONDITION SPARK PLUG CO.",80200,8,2,0,1,9,0,184,233,1,0,94,22,0,10,2,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
94,1946095,HARRIS v. UNITED STATES,10050,1,1,0,1,5,4,100,27,1,0,107,30,0,2,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,2,1,1,2,1,2,1,1,1,2,2,2,1,2,1,2,2,1,1,2
95,1946096,149 MADISON AVENUE CORP. ET AL. v. ASSELTA ET AL.,70040,7,2,0,1,9,0,151,145,1,0,96,22,0,2,2,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
96,1946097,COMMISSIONER OF INTERNAL REVENUE v. MUNTER,120010,12,2,1,1,9,0,369,240,1,0,9,23,0,3,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2
97,1946098,RICE ET AL. v. SANTA FE ELEVATOR CORP. ET AL.,100030,10,2,0,1,7,2,195,177,1,0,66,27,0,3,2,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,2,2,1,2,2,1,2,2,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,1,2,2
98,1946099,RICE ET AL. v. BOARD OF TRADE OF THE CITY OF CHICAGO,100030,10,1,1,1,9,0,195,119,1,0,66,27,0,3,2,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
99,1946100,UNITED STATES v. FULLARD-LEO ET AL.,100010,10,1,0,1,5,4,27,195,1,0,63,29,1,2,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1
100,1946101,NEW YORK ET AL. v. UNITED STATES ET AL.,80220,8,2,0,1,7,2,28,27,2,1,95,95,0,2,2,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,1,2,1,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2
101,1946102,"CRAIG ET AL. v. HARNEY, SHERIFF",30010,3,2,1,1,6,3,220,28,1,0,302,300,1,9,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,1,2,1,2,2,2,2,1,1,2,1,2,1,1,1,3,2,1,2,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,1
102,1946103,NATIONAL LABOR RELATIONS BOARD v. E. C. ATKINS & CO.,70130,7,2,1,1,6,3,382,151,1,0,27,27,0,9,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,1,2,1,2,2,2,2,1,1,2,1,2,1,1,1,1,2,1,3,1,3,1,1,1,2,3,2,1,2,1,2,2,2,2,1
103,1946104,NATIONAL LABOR RELATIONS BOARD v. JONES & LAUGHLIN STEEL CORP.,90130,9,2,1,1,5,4,382,151,1,0,26,26,0,9,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,2,1,2,2,2,2,1,2,2,1,2,1,1,1,1,2,3,3,1,3,1,1,1,2,3,1,1,2,1,2,2,2,2,1
106,1946107,"UNITED STATES v. SMITH, U.S. DISTRICT JUDGE, ET AL.",10370,1,1,1,1,9,0,27,16,1,0,110,23,1,9,2,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
107,1946108,MYERS v. READING COMPANY,80040,8,2,1,1,9,0,145,231,1,0,109,23,0,2,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
108,1946109,"GREENOUGH ET AL., TRUSTEES, v. TAX ASSESSORS OF NEWPORT ET AL.",80100,8,2,0,1,5,4,25,3,2,0,302,300,0,11,2,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,1,2,2,2,2,1,1,1,1,2,1,3,1,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,2,1,1,1
109,1946110,"CLARK, ATTORNEY GENERAL, AS SUCCESSOR TO THE ALIEN PROPERTY CUSTODIAN, v. ALLEN ET AL.",20310,2,2,1,1,9,0,1,166,1,0,50,29,0,2,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2
111,1946112,UNITED STATES v. BAYER ET AL.,20240,2,1,1,1,7,2,27,100,1,0,96,22,0,3,2,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,2,2,1,2,2,1,2,2
112,1946113,GOSPEL ARMY v. LOS ANGELES ET AL.,90380,9,1,0,1,9,0,130,3,2,0,302,300,1,3,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2
113,1946114,RESCUE ARMY ET AL. v. MUNICIPAL COURT OF LOS ANGELES,90180,9,1,0,1,7,2,130,6,2,0,302,300,1,9,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,2,1,1,1,1,2,1,1,1,2,1,1,4,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,2
115,1946116,"WILLIAMS ET AL. v. AUSTRIAN ET AL., TRUSTEES",80030,8,2,0,1,7,2,185,114,1,0,96,22,0,3,2,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,1,2,1,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,2,2,2,2,2
116,1946117,"INTERSTATE NATURAL GAS CO., INC. v. FEDERAL POWER COMMISSION et al.",80300,8,2,0,1,9,0,148,352,1,0,25,25,1,9,2,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
118,1946119,"UNITED STATES v. SILK, DOING BUSINESS AS ALBERT SILK COAL CO.",120010,12,1,1,1,6,3,27,240,1,0,72,30,0,2,2,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,3,2,1,1,1,3,1,2,3,2,3,1,2,2,1,2,2,1,2,1,2
119,1946120,"RUTHERFORD FOOD CORP. ET AL. v. McCOMB, WAGE AND HOUR ADMINISTRATOR",70040,7,2,0,1,9,0,151,371,1,0,72,30,0,3,2,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2
120,1946121,"MEXICAN LIGHT & POWER CO., LTD. v. TEXAS MEXICAN RAILWAY CO.",80070,8,2,0,1,7,2,123,231,1,0,302,300,0,3,1,FMVinson,HLBlack,SFReed,FFrankfurter,WODouglas,FMurphy,RHJackson,WBRutledge,HHBurton,87,78,79,80,81,82,84,85,86,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2
121,1946122,BAZLEY v. COMMISSIONER OF INTERNAL REVENUE,120010,12,2,0,1,7,2,240,369,1,0,9,23,1,2,2,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,3,1,3,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2
122,1946123,UNITED STATES v. DICKINSON,40070,4,1,0,1,9,0,27,195,1,0,131,24,0,2,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2
125,1946126,ADAMSON v. CALIFORNIA,10090,1,1,0,1,5,4,100,28,2,0,302,300,0,2,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,2,1,1,2,2,2,1,1,1,2,3,1,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,1,2,2,1,1,1,2
126,1946127,"BARTELS ET AL., DOING BUSINESS AS CRYSTAL BALLROOM, v. BIRMINGHAM, COLLECTOR OF INTERNAL REVENUE, ET AL.",120010,12,1,1,1,6,3,240,369,1,0,71,28,0,3,2,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2
127,1946128,FOSTER et al. v. ILLINOIS,10120,1,1,0,1,5,4,126,28,1,0,302,300,0,2,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,2,1,1,2,2,2,1,1,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,1,2,2,1,2,2,1,1,1,2
129,1946130,"CALDAROLA v. ECKERT ET AL., DOING BUSINESS AS THOR ECKERT & CO.",80070,8,1,0,1,5,4,145,102,1,0,302,300,0,2,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,2,1,1,2,2,2,1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1,2,2,1,1,1,2
130,1946131,"ATLANTIC COAST LINE RAILROAD CO. v. PHILLIPS, STATE REVENUE COMMISSIONER",80100,8,2,0,1,9,0,25,19,2,0,302,300,0,3,2,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,4,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2
131,1946132,"SUNAL v. LARGE, SUPERINTENDENT, FEDERAL PRISON CAMP",30130,3,1,0,1,6,3,142,27,1,0,131,24,0,2,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,1,2,1,1,2,2,1,4,1,1,2,1,1,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,1,2
137,1946138,FAY v. NEW YORK,10190,1,1,0,1,5,4,100,28,1,0,302,300,0,2,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,2,1,1,2,2,2,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2
138,1946139,UNITED STATES v. STANDARD OIL COMPANY OF CALIFORNIA ET AL.,80070,8,1,0,1,8,1,27,198,1,0,51,29,0,3,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,2,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2
142,1947001,RODGERS v. UNITED STATES,10430,1,2,1,1,7,2,152,27,1,0,118,26,0,2,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2
143,1947002,"FEDERAL CROP INSURANCE CORP. v. MERRILL ET AL., DOING BUSINESS AS MERRILL BROS.",80060,8,2,1,1,5,4,304,152,1,0,302,300,0,2,2,FMVinson,HLBlack,SFReed,FFrankfurter,WODouglas,FMurphy,RHJackson,WBRutledge,HHBurton,87,78,79,80,81,82,84,85,86,2,1,2,2,1,2,1,1,2,1,2,1,1,2,1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,2,2,1,2,1,1,2
144,1947003,"DELGADILLO v. CARMICHAEL, DISTRICT DIRECTOR, IMMIGRATION AND NATURALIZATION SERVICE",20110,2,2,1,1,9,0,106,368,1,0,51,29,0,3,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
147,1947006,"MORRIS v. McCOMB, WAGE AND HOUR ADMINISTRATOR",70040,7,1,1,1,5,4,151,371,1,0,81,26,0,4,2,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,2,1,1,2,2,2,1,1,1,2,1,1,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,1,1,1,2
148,1947007,COX v. UNITED STATES,30130,3,1,0,1,5,4,142,27,1,0,64,29,0,2,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,2,1,1,2,2,2,1,1,1,2,4,5,2,2,2,1,1,1,2,1,2,1,1,2,1,2,2,1,2,2,1,1,1,2
149,1947008,"LILLIE v. THOMPSON, TRUSTEE",80040,8,2,1,1,9,0,154,231,1,0,118,26,0,2,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
150,1947009,PATTON v. MISSISSIPPI,20040,2,2,1,1,9,0,100,28,1,0,302,300,0,2,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2
153,1947012,"WILLIAMS ET AL. v. FANNING, POSTMASTER OF LOS ANGELES",90120,9,2,1,1,7,2,165,412,1,0,51,29,0,2,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1
154,1947013,AERO MAYFLOWER TRANSIT CO. v. BOARD OF RAILROAD COMMISSIONERS OF MONTANA ET AL.,80100,8,2,0,1,9,0,245,4,2,0,302,300,0,6,2,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2
156,1947015,"JONES, COLLECTOR OF INTERNAL REVENUE, v. LIBERTY GLASS CO.",120010,12,2,1,1,8,1,369,240,1,0,107,30,1,2,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2
157,1947016,"KAVANAGH, COLLECTOR OF INTERNAL REVENUE, v. NOBLE",120010,12,2,1,1,8,1,369,240,1,0,81,26,0,2,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2
158,1947017,BLUMENTHAL v. UNITED STATES,10400,1,1,0,1,9,0,105,27,1,0,50,29,1,2,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2
160,1947019,"GLOBE LIQUOR CO., INC. v. SAN ROMAN ET AL., DOING BUSINESS AS INTERNATIONAL INDUSTRIES",90110,9,2,1,1,9,0,123,233,1,0,66,27,0,5,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2
161,1947020,SEALFON v. UNITED STATES,10400,1,2,1,1,9,0,100,27,1,0,92,23,0,2,1,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
162,1947021,UNITED STATES v. Di RE,10050,1,2,0,1,7,2,27,100,1,0,97,22,1,3,2,HHBurton,RHJackson,WODouglas,FFrankfurter,SFReed,HLBlack,WBRutledge,FMurphy,FMVinson,86,84,81,80,79,78,85,82,87,2,2,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1
